"Source_Plate","Location","Sample.NTC.Control","Treatment","Resident_Rhizobial_Level","Reaction.Mix","Year","Universal","G22","G24","G22_First_Correction","Universal_First_Correction","G24_First_Correction","dilution_number","dilution_factor","G22_Second_Correction","Universal_Second_Correction","G24_Second_Correction"
"Plate_2_2_24Mar2026","Minot","NDML_404 2025 -3 Uninoc","Uninoc","Low","U_G24",2025,1697.8,NA,1.854,NA,13582.4,14.832,3,1000,NA,13582400,14832
"Plate_2_2_24Mar2026","Carrington","PGCL_305 2025 -3 Uninoc","Uninoc","Low","U_G24",2025,1455,NA,1.095,NA,11640,8.76,3,1000,NA,11640000,8760
"Plate_2_2_24Mar2026","Minot","PGML_503 2025 -3 Uninoc","Uninoc","Low","U_G24",2025,2326.6,NA,2.597,NA,18612.8,20.776,3,1000,NA,18612800,20776
"Plate_2_2_24Mar2026","Carrington","PGCL_101 2025 -3 Uninoc","Uninoc","Low","U_G24",2025,2959.3,NA,0.372,NA,23674.4,2.976,3,1000,NA,23674400,2976
"Plate_2_2_24Mar2026","Minot","PGMH_305 2025 -2 Uninoc","Uninoc","High","U_G24",2025,3223.7,NA,1.511,NA,25789.6,12.088,2,100,NA,2578960,1208.8
"Plate_2_2_24Mar2026","Minot","PGMH_206 2025 -3 Uninoc","Uninoc","High","U_G24",2025,686.2,NA,1.487,NA,5489.6,11.896,3,1000,NA,5489600,11896
"Plate_2_2_24Mar2026","Minot","PGML_305 2025 -3 Uninoc","Uninoc","Low","U_G24",2025,451.3,NA,1.499,NA,3610.4,11.992,3,1000,NA,3610400,11992
"Plate_2_2_24Mar2026","Minot","PGML_404 2025 -2 Uninoc","Uninoc","Low","U_G24",2025,16093.8,NA,1.122,NA,128750.4,8.976,2,100,NA,12875040,897.6
"Plate_2_2_24Mar2026",NA,"3841_G24 -2","G24",NA,"U_G24",2025,773.9,NA,598.4,NA,6191.2,4787.2,NA,NA,NA,NA,NA
"Plate_2_2_24Mar2026",NA,"G24 gDNA -2","G24",NA,"U_G24",NA,289.4,NA,420.1,NA,2315.2,3360.8,NA,NA,NA,NA,NA
"Plate_3_2_24Mar2026","Minot","PGML_602 2025 -2 Uninoc","Uninoc","Low","U_G24",2025,4475.8,NA,2.18,NA,35806.4,17.44,2,100,NA,3580640,1744
"Plate_3_2_24Mar2026","Minot","PGML_101 2025 -3 Uninoc","Uninoc","Low","U_G24",2025,559.9,NA,1.089,NA,4479.2,8.712,3,1000,NA,4479200,8712
"Plate_3_2_24Mar2026","Minot","PGML_206 2025 -3 Uninoc","Uninoc","Low","U_G24",2025,577.2,NA,0,NA,4617.6,0,3,1000,NA,4617600,0
"Plate_3_2_24Mar2026","Carrington","AvCL_206 2025 -2 Ino","G24","Low","U_G24",2025,126,NA,0,NA,1008,0,2,100,NA,100800,0
"Plate_3_2_24Mar2026","Minot","AvML_101 2025 -1 Uninoc","Uninoc","Low","U_G24",2025,13.17,NA,0.73,NA,105.36,5.84,1,10,NA,1053.6,58.4
"Plate_3_2_24Mar2026","Carrington","NDCH_204 2025 -2 G22","G22","High","U_G24",2025,6153.7,NA,0.736,NA,49229.6,5.888,2,100,NA,4922960,588.8
"Plate_3_2_24Mar2026","Carrington","NDCL_303 2025 -3 Ino","G24","Low","U_G24",2025,5969.1,NA,0,NA,47752.8,0,3,1000,NA,47752800,0
"Plate_3_2_24Mar2026","Carrington","NDCL_502 2025 -2 Uninoc","Uninoc","Low","U_G24",2025,5246.9,NA,0,NA,41975.2,0,2,100,NA,4197520,0
"Plate_3_2_24Mar2026","Minot","NDMH_602 2025 -2 Uninoc","Uninoc","High","U_G24",2025,4307.4,NA,0,NA,34459.2,0,2,100,NA,3445920,0
"Plate_3_2_24Mar2026","Carrington","PGCH_205 2025 -2 Uninoc","Uninoc","High","U_G24",2025,10066.6,NA,0.371,NA,80532.8,2.968,2,100,NA,8053280,296.8
"Plate_3_2_24Mar2026","Carrington","PGCL_404 2025 -2 G22","G22","Low","U_G24",2025,1038.8,NA,0,NA,8310.4,0,2,100,NA,831040,0
"Plate_3_2_24Mar2026","Carrington","PGCL_502 2025 -2 Uninoc","Uninoc","Low","U_G24",2025,15930.6,NA,0,NA,127444.8,0,2,100,NA,12744480,0
"Plate_3_2_24Mar2026","Carrington","PGCL_605 2025 -2 Ino","G24","Low","U_G24",2025,24918.8,NA,239.4,NA,199350.4,1915.2,2,100,NA,19935040,191520
"Plate_3_2_24Mar2026","Minot","PGMH_602 2025 -2 Uninoc","Uninoc","High","U_G24",2025,15388.9,NA,1.486,NA,123111.2,11.888,2,100,NA,12311120,1188.8
"Plate_3_2_24Mar2026","Carrington","PGCL_502_2 2025 -2 Uninoc","Uninoc","Low","U_G24",2025,11615.8,NA,3203.4,NA,92926.4,25627.2,2,100,NA,9292640,2562720
"Plate_3_2_24Mar2026","Carrington","LCL_402 2024 -2 Custom Standard Species Ino G24","G24","Low","U_G24",2024,23192.9,NA,NA,NA,185543.2,NA,2,100,NA,18554320,NA
"Plate_3_2_24Mar2026","Carrington","GCL_602 2024 -2 Custom Standard Species Ino G24","G24","Low","U_G24",2024,23859.8,NA,1749.6,NA,190878.4,13996.8,2,100,NA,19087840,1399680
"Plate_3_2_24Mar2026","Carrington","PCL_505 2024 -2 Uninoc","Uninoc","Low","U_G24",2024,4988.1,NA,0.77,NA,39904.8,6.16,2,100,NA,3990480,616
"Plate_3_2_24Mar2026","Carrington","LCL_206 2024 -1 Uninoc","Uninoc","Low","U_G24",2024,25138.1,NA,1.534,NA,201104.8,12.272,1,10,NA,2011048,122.72
"Plate_3_2_24Mar2026","Carrington","LCL_106 2024 -1 Custom Species B G22","G22","Low","U_G24",2024,20578.3,NA,0,NA,164626.4,0,1,10,NA,1646264,0
"Plate_3_2_24Mar2026","Carrington","PCL_604 2024 -2 Custom Standard Species Ino G24","G24","Low","U_G24",2024,22161.1,NA,5954,NA,177288.8,47632,2,100,NA,17728880,4763200
"Plate_3_2_24Mar2026","Carrington","LCL_405 2024 -2 Custom Species B G22","G22","Low","U_G24",2024,19169.3,NA,13.84,NA,153354.4,110.72,2,100,NA,15335440,11072
"Plate_3_2_24Mar2026","Carrington","LCL_403 2024 -1 Uninoc","Uninoc","Low","U_G24",2024,24754.1,NA,907.1,NA,198032.8,7256.8,1,10,NA,1980328,72568
"Plate_3_2_24Mar2026","Carrington","GCL_403 2024 -2 Custom Species B G22","G22","Low","U_G24",2024,7434,NA,0,NA,59472,0,2,100,NA,5947200,0
"Plate_3_2_24Mar2026","Carrington","GCL_306 2024 -2 Custom Standard Species Ino G24","G24","Low","U_G24",2024,10856.7,NA,1038.1,NA,86853.6,8304.8,2,100,NA,8685360,830480
"Plate_3_2_24Mar2026","Carrington","GCL_201 2024 -2 Custom Species B G22","G22","Low","U_G24",2024,13335.4,NA,1.145,NA,106683.2,9.16,2,100,NA,10668320,916
"Plate_3_2_24Mar2026","Carrington","LCL_506 2024 -1 Uninoc","Uninoc","Low","U_G24",2024,3109.6,NA,0.399,NA,24876.8,3.192,1,10,NA,248768,31.92
"Plate_3_2_24Mar2026","Carrington","PCL_203 2024 -2 Custom Species B G22","G22","Low","U_G24",2024,1009.6,NA,666.2,NA,8076.8,5329.6,2,100,NA,807680,532960
"Plate_3_2_24Mar2026","Minot","LML_106 2024 -1 Custom Species B G22","G22","Low","U_G24",2024,8445,NA,0,NA,67560,0,1,10,NA,675600,0
"Plate_3_2_24Mar2026","Carrington","GCL_101 2024 -1 Uninoc","Uninoc","Low","U_G24",2024,411.5,NA,0,NA,3292,0,1,10,NA,32920,0
"Plate_3_2_24Mar2026","Carrington","LCL_101 2024 -1 Uninoc","Uninoc","Low","U_G24",2024,833.2,NA,1.539,NA,6665.6,12.312,1,10,NA,66656,123.12
"Plate_3_2_24Mar2026","Minot","PMH_601 2024 -3 Custom Species B G22","G22","High","U_G24",2024,2106.2,NA,0.368,NA,16849.6,2.944,3,1000,NA,16849600,2944
"Plate_3_2_24Mar2026","Minot","GMH_502 2024 -3 Custom Standard Species Ino G24","G24","High","U_G24",2024,6150.1,NA,0.386,NA,49200.8,3.088,3,1000,NA,49200800,3088
"Plate_3_2_24Mar2026","Minot","GMH_301 2024 -3 Custom Standard Species Ino G24","G24","High","U_G24",2024,4639.4,NA,0,NA,37115.2,0,3,1000,NA,37115200,0
"Plate_3_2_24Mar2026","Minot","PMH_604 2024 -3 Custom Standard Species Ino G24","G24","High","U_G24",2024,4852.8,NA,0.399,NA,38822.4,3.192,3,1000,NA,38822400,3192
"Plate_3_2_24Mar2026","Minot","GMH_601 2024 -3 Custom Species B G22","G22","High","U_G24",2024,2352.4,NA,0.768,NA,18819.2,6.144,3,1000,NA,18819200,6144
"Plate_3_2_24Mar2026","Minot","PMH_101 2024 -2 Uninoc","Uninoc","High","U_G24",2024,4162.7,NA,0.376,NA,33301.6,3.008,2,100,NA,3330160,300.8
"Plate_3_2_24Mar2026","Minot","LMH_606 2024 -2 Uninoc","Uninoc","High","U_G24",2024,4702,NA,0.744,NA,37616,5.952,2,100,NA,3761600,595.2
"Plate_3_2_24Mar2026","Minot","LMH_303 2024 -1 Uninoc","Uninoc","High","U_G24",2024,22298.7,NA,7.883,NA,178389.6,63.064,1,10,NA,1783896,630.64
"Plate_3_2_24Mar2026","Minot","PMH_202 2024 -2 Uninoc","Uninoc","High","U_G24",2024,2221.5,NA,0.378,NA,17772,3.024,2,100,NA,1777200,302.4
"Plate_3_2_24Mar2026","Minot","PMH_404 2024 -2 Custom Standard Species Ino G24","G24","High","U_G24",2024,29261.2,NA,7.472,NA,234089.6,59.776,2,100,NA,23408960,5977.6
"Plate_3_2_24Mar2026","Minot","LMH_604 2024 -2 Custom Standard Species Ino G24","G24","High","U_G24",2024,9876,NA,304.6,NA,79008,2436.8,2,100,NA,7900800,243680
"Plate_3_2_24Mar2026","Minot","LMh_203 2024 -1 Custom Species B G22","G22","High","U_G24",2024,26130.2,NA,1.234,NA,209041.6,9.872,1,10,NA,2090416,98.72
"Plate_3_2_24Mar2026","Minot","GMH_406 2024 -2 Custom Species B G22","G22","High","U_G24",2024,16674.4,NA,0.767,NA,133395.2,6.136,2,100,NA,13339520,613.6
"Plate_3_2_24Mar2026","Minot","GML_304 2024 -3 Custom Species B G22","G22","Low","U_G24",2024,5961.1,NA,0.369,NA,47688.8,2.952,3,1000,NA,47688800,2952
"Plate_3_2_24Mar2026","Minot","GMH_202 2024 -3 Uninoc","Uninoc","High","U_G24",2024,2112,NA,0.37,NA,16896,2.96,3,1000,NA,16896000,2960
"Plate_3_2_24Mar2026","Minot","PML_506 2024 -3 Custom Standard Species Ino G24","G24","Low","U_G24",2024,2308.9,NA,0.378,NA,18471.2,3.024,3,1000,NA,18471200,3024
"Plate_3_2_24Mar2026","Minot","PML_605 2024 -2 Custom Standard Species Ino G24","G24","Low","U_G24",2024,28687.1,NA,1.538,NA,229496.8,12.304,2,100,NA,22949680,1230.4
"Plate_3_2_24Mar2026","Minot","LMH_106 2024 -1 Custom Species B G22","G22","High","U_G24",2024,26462.2,NA,16.95,NA,211697.6,135.6,1,10,NA,2116976,1356
"Plate_3_2_24Mar2026","Minot","PMH_203 2024 -3 Custom Species B G22","G22","High","U_G24",2024,2818.5,NA,0.381,NA,22548,3.048,3,1000,NA,22548000,3048
"Plate_3_2_24Mar2026","Minot","LMH_601 2024 -1 Custom Species B G22","G22","High","U_G24",2024,22947.1,NA,0.797,NA,183576.8,6.376,1,10,NA,1835768,63.76
"Plate_3_2_24Mar2026","Minot","PML_602 2024 -3 Uninoc","Uninoc","Low","U_G24",2024,3434.8,NA,0,NA,27478.4,0,3,1000,NA,27478400,0
"Plate_3_2_24Mar2026","Minot","GMH_303 2024 -2 Uninoc","Uninoc","High","U_G24",2024,23747.2,NA,5121.5,NA,189977.6,40972,2,100,NA,18997760,4097200
"Plate_3_2_24Mar2026","Minot","LMH_206 2024 -1 Custom Standard Species Ino G24","G24","High","U_G24",2024,9283.2,NA,6.583,NA,74265.6,52.664,1,10,NA,742656,526.64
"Plate_3_2_24Mar2026","Minot","GMH_101 2024 -2 Uninoc","Uninoc","High","U_G24",2024,19761.6,NA,1.861,NA,158092.8,14.888,2,100,NA,15809280,1488.8
"Plate_3_2_24Mar2026","Minot","PMH_301 2024 -2 Custom Standard Species Ino G24","G24","High","U_G24",2024,23755.5,NA,317.1,NA,190044,2536.8,2,100,NA,19004400,253680
"Plate_3_2_24Mar2026",NA,"3841_G24 -2","G24",NA,"U_G24",2025,660.9,NA,479.8,NA,5287.2,3838.4,NA,NA,NA,NA,NA
"Plate_3_2_24Mar2026",NA,"G24 gDNA -2","G24",NA,"U_G24",NA,347,NA,373.4,NA,2776,2987.2,NA,NA,NA,NA,NA
"Plate_4_2_28Mar2026","Minot","PMH_606 2024 -2 Uninoc","Uninoc","High","U_G24",2024,22894.5,NA,6.547,NA,183156,52.376,2,100,NA,18315600,5237.6
"Plate_4_2_28Mar2026","Minot","PMH_202 2024 -2 Uninoc","Uninoc","High","U_G24",2024,2941.7,NA,1.126,NA,23533.6,9.008,2,100,NA,2353360,900.8
"Plate_4_2_28Mar2026","Minot","PMH_406_R 2024 -2 Custom Species B G22","G22","High","U_G24",2024,4791.2,NA,0.724,NA,38329.6,5.792,2,100,NA,3832960,579.2
"Plate_4_2_28Mar2026","Minot","PMH_104 2024 -2 Custom Standard Species Ino G24","G24","High","U_G24",2024,NA,NA,1.108,NA,NA,8.864,2,100,NA,NA,886.4
"Plate_4_2_28Mar2026","Minot","LMH_405 2024 -1 Uninoc","Uninoc","High","U_G24",2024,23820.3,NA,0.732,NA,190562.4,5.856,1,10,NA,1905624,58.56
"Plate_4_2_28Mar2026","Minot","LMH_404_R 2024 -1 Custom Standard Species Ino","G24","High","U_G24",2024,18550.6,NA,107.2,NA,148404.8,857.6,1,10,NA,1484048,8576
"Plate_4_2_28Mar2026","Minot","LMH_301_R 2024 -1 Custom Standard Species Ino G24","G24","High","U_G24",2024,862,NA,52.62,NA,6896,420.96,1,10,NA,68960,4209.6
"Plate_4_2_28Mar2026","Minot","LML_404_R 2024 -0 Custom Standard Species Ino G24","G24","Low","U_G24",2024,NA,NA,0,NA,NA,0,0,1,NA,NA,0
"Plate_4_2_28Mar2026","Minot","LMH_302_R 2024 -1 Custom Species B G22","G22","High","U_G24",2024,14110.2,NA,0,NA,112881.6,0,1,10,NA,1128816,0
"Plate_4_2_28Mar2026","Minot","GMH_503_R 2024 -2 Uninoc","Uninoc","High","U_G24",2024,5764.3,NA,0,NA,46114.4,0,2,100,NA,4611440,0
"Plate_4_2_28Mar2026","Minot","GML_104_R 2024 -2 Custom Standard Species Ino G24","G24","Low","U_G24",2024,12226.6,NA,0,NA,97812.8,0,2,100,NA,9781280,0
"Plate_4_2_28Mar2026","Minot","GMH_106_R 2024 -2 Custom Species B G22","G22","High","U_G24",2024,10811.6,NA,0,NA,86492.8,0,2,100,NA,8649280,0
"Plate_4_2_28Mar2026","Minot","GMH_203_R 2024 -2 Custom Species B G22","G22","High","U_G24",2024,7496.5,NA,0,NA,59972,0,2,100,NA,5997200,0
"Plate_4_2_28Mar2026","Minot","LMH_502_R 2024 -1 Custom Standard Species Ino G24","G24","High","U_G24",2024,8351,NA,114.5,NA,66808,916,1,10,NA,668080,9160
"Plate_4_2_28Mar2026","Minot","LMH_505_R 2024 -1 Custom Species B G22","G22","High","U_G24",2024,13723.7,NA,0.744,NA,109789.6,5.952,1,10,NA,1097896,59.52
"Plate_4_2_28Mar2026","Carrington","PCL_601 2024 -1 Custom Species B G22","G22","Low","U_G24",2024,11719.3,NA,0,NA,93754.4,0,1,10,NA,937544,0
"Plate_4_2_28Mar2026","Minot","LMH_101 2024 -1 Uninoc","Uninoc","High","U_G24",2024,NA,NA,1.887,NA,NA,15.096,1,10,NA,NA,150.96
"Plate_4_2_28Mar2026","Carrington","PCL_606 2024 -2 Uninoc","Uninoc","Low","U_G24",2024,21069.7,NA,500.7,NA,168557.6,4005.6,2,100,NA,16855760,400560
"Plate_4_2_28Mar2026","Carrington","GCL_301 2024 -2 Uninoc","Uninoc","Low","U_G24",2024,20475.5,NA,0,NA,163804,0,2,100,NA,16380400,0
"Plate_4_2_28Mar2026","Minot","LML_205 2024 -1 Custom Species B G22","G22","Low","U_G24",2024,2392.2,NA,0,NA,19137.6,0,1,10,NA,191376,0
"Plate_4_2_28Mar2026","Minot","LMH_406 2024 -1 Custom Species B G22","G22","High","U_G24",2024,9309.6,NA,0,NA,74476.8,0,1,10,NA,744768,0
"Plate_4_2_28Mar2026","Minot","LML_302 2024 -1 Custom Standard Species Ino G24","G24","Low","U_G24",2024,5146.6,NA,2871,NA,41172.8,22968,1,10,NA,411728,229680
"Plate_4_2_28Mar2026","Minot","LML_203 2024 -1 Custom Standard Species Ino G24","G24","Low","U_G24",2024,13671,NA,7965.1,NA,109368,63720.8,1,10,NA,1093680,637208
"Plate_4_2_28Mar2026","Minot","PMH_405 2024 -2 Uninoc","Uninoc","High","U_G24",2024,NA,NA,13.38,NA,NA,107.04,2,100,NA,NA,10704
"Plate_4_2_28Mar2026","Carrington","PCL_503 2024 -2 Custom Species B G22","G22","Low","U_G24",2024,6325.7,NA,0,NA,50605.6,0,2,100,NA,5060560,0
"Plate_4_2_28Mar2026","Minot","LML_304 2024 -1 Custom Species B G22","G22","Low","U_G24",2024,6025.5,NA,0,NA,48204,0,1,10,NA,482040,0
"Plate_4_2_28Mar2026","Minot","PMH_303 2024 -2 Uninoc","Uninoc","High","U_G24",2024,26217.5,NA,0,NA,209740,0,2,100,NA,20974000,0
"Plate_4_2_28Mar2026","Minot","GML_506 2024 -2 Custom Standard Species Ino G24","G24","Low","U_G24",2024,24404.2,NA,0.387,NA,195233.6,3.096,2,100,NA,19523360,309.6
"Plate_4_2_28Mar2026","Minot","GML_205 2024 -2 Custom Species B G22","G22","Low","U_G24",2024,23842.8,NA,0.389,NA,190742.4,3.112,2,100,NA,19074240,311.2
"Plate_4_2_28Mar2026","Minot","PML_304 2024 -2 Custom Species B G22","G22","Low","U_G24",2024,17842.4,NA,0,NA,142739.2,0,2,100,NA,14273920,0
"Plate_4_2_28Mar2026","Carrington","LCL_205 2024 -1 Custom Species B G22","G22","Low","U_G24",2024,17060.1,NA,0,NA,136480.8,0,1,10,NA,1364808,0
"Plate_4_2_28Mar2026","Minot","GML_203 2024 -2 Custom Standard Species Ino G24","G24","Low","U_G24",2024,29250.9,NA,7.468,NA,234007.2,59.744,2,100,NA,23400720,5974.4
"Plate_4_2_28Mar2026","Carrington","LCL_202 2024 -1 Custom Standard Species Ino G24","G24","Low","U_G24",2024,NA,NA,24751.8,NA,NA,198014.4,1,10,NA,NA,1980144
"Plate_4_2_28Mar2026","Carrington","LCL_302 2024 -1 Uninoc","Uninoc","Low","U_G24",2024,28677.1,NA,460.5,NA,229416.8,3684,1,10,NA,2294168,36840
"Plate_4_2_28Mar2026","Carrington","LCL_104 2024 -0 Custom Standard Species Ino G24","G24","Low","U_G24",2024,23986.1,NA,15030.1,NA,191888.8,120240.8,0,1,NA,191888.8,120240.8
"Plate_4_2_28Mar2026","Carrington","GCL_304 2024 -2 Custom Species B G22","G22","Low","U_G24",2024,14091.7,NA,0.373,NA,112733.6,2.984,2,100,NA,11273360,298.4
"Plate_4_2_28Mar2026","Minot","GML_503 2024 -2 Uninoc","Uninoc","Low","U_G24",2024,19099.5,NA,0,NA,152796,0,2,100,NA,15279600,0
"Plate_4_2_28Mar2026","Carrington","PCL_304 2024 -2 Uninoc","Uninoc","Low","U_G24",2024,22084.7,NA,1.51,NA,176677.6,12.08,2,100,NA,17667760,1208
"Plate_4_2_28Mar2026","Minot","GML_305 2024 -2 Uninoc","Uninoc","Low","U_G24",2024,NA,NA,0.382,NA,NA,3.056,2,100,NA,NA,305.6
"Plate_4_2_28Mar2026","Carrington","LCL_304 2024 -2 Custom Species B G22","G22","Low","U_G24",2024,1805.4,NA,0,NA,14443.2,0,2,100,NA,1444320,0
"Plate_4_2_28Mar2026","Minot","GML_404 2024 -2 Uninoc","Uninoc","Low","U_G24",2024,27289.4,NA,0.795,NA,218315.2,6.36,2,100,NA,21831520,636
"Plate_4_2_28Mar2026","Carrington","GCL_206 2024 -2 Uninoc","Uninoc","Low","U_G24",2024,22076.1,NA,0,NA,176608.8,0,2,100,NA,17660880,0
"Plate_4_2_28Mar2026","Minot","PML_403 2024 -2 Custom Species B G22","G22","Low","U_G24",2024,NA,NA,0.789,NA,NA,6.312,2,100,NA,NA,631.2
"Plate_4_2_28Mar2026","Carrington","PCL_204 2024 -2 Custom Species B G22","G22","Low","U_G24",2024,NA,NA,8.349,NA,NA,66.792,2,100,NA,NA,6679.2
"Plate_4_2_28Mar2026","Carrington","GCL_405 2024 -2 Custom Standard Species Ino G24","G24","Low","U_G24",2024,26742.6,NA,15820.3,NA,213940.8,126562.4,2,100,NA,21394080,12656240
"Plate_4_2_28Mar2026","Minot","GML_403 2024 -2 Custom Species B G22","G22","Low","U_G24",2024,29121.6,NA,19.19,NA,232972.8,153.52,2,100,NA,23297280,15352
"Plate_4_2_28Mar2026","Minot","PML_302 2024 -2 Custom Standard Species Ino G24","G24","Low","U_G24",2024,28651,NA,6.18,NA,229208,49.44,2,100,NA,22920800,4944
"Plate_4_2_28Mar2026","Minot","GML_106 2024 -2 Custom Species B G22","G22","Low","U_G24",2024,NA,NA,2.683,NA,NA,21.464,2,100,NA,NA,2146.4
"Plate_4_2_28Mar2026","Minot","LML_605 2024 -2 Custom Standard Species Ino G24","G24","Low","U_G24",2024,13694.6,NA,232,NA,109556.8,1856,2,100,NA,10955680,185600
"Plate_4_2_28Mar2026","Carrington","GCL_402 2024 -1 Uninoc","Uninoc","Low","U_G24",2024,25997.8,NA,1.509,NA,207982.4,12.072,1,10,NA,2079824,120.72
"Plate_4_2_28Mar2026","Carrington","LCL_503 2024 -1 Custom Species B G22","G22","Low","U_G24",2024,26806.4,NA,64,NA,214451.2,512,1,10,NA,2144512,5120
"Plate_4_2_28Mar2026","Carrington","LCL_305 2024 -0 Custom Standard Species Ino G24","G24","Low","U_G24",2024,22632.2,NA,20194.9,NA,181057.6,161559.2,0,1,NA,181057.6,161559.2
"Plate_4_2_28Mar2026","Carrington","PCL_302 2024 -2 Custom Species B G22","G22","Low","U_G24",2024,25690.1,NA,3.172,NA,205520.8,25.376,2,100,NA,20552080,2537.6
"Plate_4_2_28Mar2026","Carrington","PCL_305 2024 -2 Custom Standard Species Ino G24","G24","Low","U_G24",2024,26925.9,NA,10226.7,NA,215407.2,81813.6,2,100,NA,21540720,8181360
"Plate_4_2_28Mar2026","Minot","GML_602 2024 -2 Uninoc","Uninoc","Low","U_G24",2024,NA,NA,4.874,NA,NA,38.992,2,100,NA,NA,3899.2
"Plate_4_2_28Mar2026","Minot","GML_605 2024 -2 Custom Standard Species Ino G24","G24","Low","U_G24",2024,NA,NA,17.98,NA,NA,143.84,2,100,NA,NA,14384
"Plate_4_2_28Mar2026","Minot","PML_205 2024 -2 Custom Species B G22","G22","Low","U_G24",2024,NA,NA,5.503,NA,NA,44.024,2,100,NA,NA,4402.4
"Plate_4_2_28Mar2026","Minot","LML_602 2024 -2 Uninoc","Uninoc","Low","U_G24",2024,5681.7,NA,0.385,NA,45453.6,3.08,2,100,NA,4545360,308
"Plate_4_2_28Mar2026","Minot","PML_104 2024 -2 Custom Standard Species Ino G24","G24","Low","U_G24",2024,25336.5,NA,14.33,NA,202692,114.64,2,100,NA,20269200,11464
"Plate_4_2_28Mar2026","Minot","PML_206 2024 -2 Uninoc","Uninoc","Low","U_G24",2024,NA,NA,17.12,NA,NA,136.96,2,100,NA,NA,13696
"Plate_4_2_28Mar2026","Minot","GML_601 2024 -2 Custom Species B G22","G22","Low","U_G24",2024,27325.5,NA,7.708,NA,218604,61.664,2,100,NA,21860400,6166.4
"Plate_4_2_28Mar2026","Minot","PML_502 2024 -2 Custom Species B G22","G22","Low","U_G24",2024,24443.1,NA,13.51,NA,195544.8,108.08,2,100,NA,19554480,10808
"Plate_4_2_28Mar2026","Minot","PML_106 2024 -2 Custom Species B G22","G22","Low","U_G24",2024,NA,NA,8.3,NA,NA,66.4,2,100,NA,NA,6640
"Plate_4_2_28Mar2026","Minot","GML_101 2024 -2 Uninoc","Uninoc","Low","U_G24",2024,29262,NA,7.471,NA,234096,59.768,2,100,NA,23409600,5976.8
"Plate_4_2_28Mar2026","Minot","PML_503 2024 -2 Uninoc","Uninoc","Low","U_G24",2024,29085,NA,3.515,NA,232680,28.12,2,100,NA,23268000,2812
"Plate_4_2_28Mar2026","Minot","LMH_503 2024 -1 Uninoc","Uninoc","High","U_G24",2024,1427.1,NA,0,NA,11416.8,0,1,10,NA,114168,0
"Plate_4_2_28Mar2026","Minot","PML_305 2024 -2 Uninoc","Uninoc","Low","U_G24",2024,NA,NA,11.16,NA,NA,89.28,2,100,NA,NA,8928
"Plate_4_2_28Mar2026","Minot","GML_302 2024 -2 Custom Standard Species Ino G24","G24","Low","U_G24",2024,29184.3,NA,9.09,NA,233474.4,72.72,2,100,NA,23347440,7272
"Plate_4_2_28Mar2026","Minot","LML_104 2024 -1 Custom Standard Species Ino G24","G24","Low","U_G24",2024,6830.4,NA,2722.8,NA,54643.2,21782.4,1,10,NA,546432,217824
"Plate_4_2_28Mar2026","Carrington","PCL_404 2024 -2 Custom Standard Species Ino G24","G24","Low","U_G24",2024,26306.2,NA,11443.7,NA,210449.6,91549.6,2,100,NA,21044960,9154960
"Plate_4_2_28Mar2026","Minot","PMH_106 2024 -2 Custom Species B G22","G22","High","U_G24",2024,NA,NA,9.11,NA,NA,72.88,2,100,NA,NA,7288
"Plate_4_2_28Mar2026","Minot","LML_403 2024 -2 Custom Species B G22","G22","Low","U_G24",2024,12398.2,NA,0,NA,99185.6,0,2,100,NA,9918560,0
"Plate_4_2_28Mar2026","Carrington","LCL_601 2024 -1 Custom Species B G22","G22","Low","U_G24",2024,15572.5,NA,0.737,NA,124580,5.896,1,10,NA,1245800,58.96
"Plate_4_2_28Mar2026","Carrington","GCL_606 2024 -2 Uninoc","Uninoc","Low","U_G24",2024,27665.5,NA,0,NA,221324,0,2,100,NA,22132400,0
"Plate_4_2_28Mar2026","Carrington","GCL_504 2024 -2 Custom Species B G22","G22","Low","U_G24",2024,12337.8,NA,0,NA,98702.4,0,2,100,NA,9870240,0
"Plate_4_2_28Mar2026","Carrington","PCL_406 2024 -2 Custom Species B G22","G22","Low","U_G24",2024,15411.2,NA,0,NA,123289.6,0,2,100,NA,12328960,0
"Plate_4_2_28Mar2026","Carrington","PCL_106 2024 -2 Custom Species B G22","G22","Low","U_G24",2024,20787.5,NA,0,NA,166300,0,2,100,NA,16630000,0
"Plate_4_2_28Mar2026","Carrington","PCL_101 2024 -2 Uninoc","Uninoc","Low","U_G24",2024,22488.9,NA,0,NA,179911.2,0,2,100,NA,17991120,0
"Plate_4_2_28Mar2026","Carrington","PCL_104 2024 -2 Custom Standard Species Ino G24","G24","Low","U_G24",2024,26494.2,NA,3123.3,NA,211953.6,24986.4,2,100,NA,21195360,2498640
"Plate_4_2_28Mar2026","Minot","PML_203 2024 -2 Custom Standard Species Ino G24","G24","Low","U_G24",2024,28748.5,NA,18.56,NA,229988,148.48,2,100,NA,22998800,14848
"Plate_4_2_28Mar2026","Carrington","GCL_506 2024 -1 Custom Standard Species Ino G24","G24","Low","U_G24",2024,5212.4,NA,4981.1,NA,41699.2,39848.8,1,10,NA,416992,398488
"Plate_4_2_28Mar2026","Carrington","LCL_604 2024 -0 Uninoc","Uninoc","Low","U_G24",2024,1350.9,NA,0,NA,10807.2,0,0,1,NA,10807.2,0
